scientificName
Andrena abbreviata
Andrena aberrans
Andrena abjecta
Andrena abrupta
Andrena acerba
Andrena aciculata
Andrena acuta
Andrena aegyptiaca
Andrena aegypticola
Andrena aeneiventris
Andrena aerinifrons
Andrena afrensis
Andrena afzeliella
Andrena agilissima
Andrena agnata
Andrena albopicta
Andrena albopunctata
Andrena alfkenella
Andrena alfkenelloides
Andrena allosa
Andrena alluaudi
Andrena alma
Andrena alutacea
Andrena amieti
Andrena ampla
Andrena anatolica
Andrena angustior
Andrena anthrisci
Andrena antigana
Andrena antonellae
Andrena apicata
Andrena apiformis
Andrena argentata
Andrena asiatica
Andrena asperrima
Andrena asperula
Andrena assimilis
Andrena astica
Andrena athenensis
Andrena atrata
Andrena atrotegularis
Andrena avara
Andrena baetica
Andrena barbareae
Andrena barbilabris
Andrena batava
Andrena bayona
Andrena bellidis
Andrena benoisti
Andrena biarmica
Andrena bicolor
Andrena bicolorata
Andrena biguttata
Andrena bimaculata
Andrena binominata
Andrena bisulcata
Andrena blanda
Andrena boyerella
Andrena braunsiana
Andrena brumanensis
Andrena bucephala
Andrena caneae
Andrena caneibia
Andrena canohirta
Andrena cantiaca
Andrena capillosa
Andrena caprimulga
Andrena catula
Andrena cervina
Andrena chaetogastra
Andrena chalcogastra
Andrena chelma
Andrena chersona
Andrena chrysopus
Andrena chrysopyga
Andrena chrysosceles
Andrena cilissaeformis
Andrena cineraria
Andrena cinerea
Andrena cinereophila
Andrena clarkella
Andrena clusia
Andrena clypella
Andrena coitana
Andrena colletiformis
Andrena colonialis
Andrena combaella
Andrena combinata
Andrena compta
Andrena comta
Andrena concinna
Andrena confinis
Andrena congruens
Andrena contracta
Andrena corax
Andrena cordialis
Andrena corssubalpina
Andrena crassana
Andrena crecca
Andrena crepidis
Andrena croatica
Andrena croceiventris
Andrena curiosa
Andrena curtivalvis
Andrena curvana
Andrena curvungula
Andrena cussariensis
Andrena cyanomicans
Andrena cypria
Andrena damara
Andrena danuvia
Andrena dargia
Andrena decipiens
Andrena delphiensis
Andrena denticulata
Andrena dentiventris
Andrena dinizi
Andrena discors
Andrena distinguenda
Andrena djelfensis
Andrena dorsalis
Andrena dorsata
Andrena dourada
Andrena doursana
Andrena dubiosa
Andrena ebmerella
Andrena ehnbergi
Andrena elata
Andrena elegans
Andrena elmaria
Andrena enslinella
Andrena erberi
Andrena erodiorum
Andrena eversmanniana
Andrena exigua
Andrena exquisita
Andrena fabrella
Andrena falcinella
Andrena fallax
Andrena falsifica
Andrena farinosa
Andrena ferox
Andrena ferrugineicrus
Andrena fertoni
Andrena figurata
Andrena fimbriata
Andrena flavilabris
Andrena flavipes
Andrena flavobila
Andrena florea
Andrena florentina
Andrena floricola
Andrena florivaga
Andrena foeniculae
Andrena forsterella
Andrena fortipunctata
Andrena freygessneri
Andrena fria
Andrena fucata
Andrena fulica
Andrena fuliginata
Andrena fuligula
Andrena fulva
Andrena fulvago
Andrena fulvata
Andrena fulvicornis
Andrena fulvida
Andrena fulvitarsis
Andrena fumida
Andrena funerea
Andrena fuscipes
Andrena fuscocalcarata
Andrena fuscosa
Andrena gades
Andrena gamskrucki
Andrena garrula
Andrena gelriae
Andrena ghisbaini
Andrena glandaria
Andrena glidia
Andrena gomerensis
Andrena gordia
Andrena graciliata
Andrena graecella
Andrena granulosa
Andrena gravida
Andrena gredana
Andrena griseobalteata
Andrena grossella
Andrena grozdanici
Andrena haemorrhoa
Andrena hattorfiana
Andrena hebescens
Andrena hedikae
Andrena heinrichi
Andrena helenica
Andrena helvola
Andrena henotica
Andrena hesperia
Andrena heterodoxa
Andrena hillana
Andrena humabilis
Andrena humilis
Andrena hungarica
Andrena hyacinthina
Andrena hybrida
Andrena hyemala
Andrena hypopolia
Andrena hystrix
Andrena icterina
Andrena illyrica
Andrena impunctata
Andrena incisa
Andrena inconstans
Andrena intermedia
Andrena isis
Andrena isolata
Andrena juliae
Andrena juliana
Andrena kamarti
Andrena kocoureki
Andrena korleviciana
Andrena kornosica
Andrena kriechbaumeri
Andrena labialis
Andrena labiata
Andrena labiatula
Andrena laevicorpus
Andrena lagopus
Andrena lamiana
Andrena langadensis
Andrena lapponica
Andrena larisana
Andrena lateralis
Andrena lathyri
Andrena laurivora
Andrena lavandulae
Andrena lecana
Andrena lepida
Andrena leptopyga
Andrena leucolippa
Andrena leucophaea
Andrena leucopsis
Andrena levante
Andrena limassolica
Andrena limata
Andrena limbata
Andrena limonii
Andrena limosa
